date	status	zdf_url	returned_date	title
04.06.2024	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-4-juni-2024-100	20240604	Markus Lanz vom 4. Juni 2024
05.06.2024	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-5-juni-2024-100	20240605	Markus Lanz vom 5. Juni 2024
06.06.2024	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-6-juni-2024-100	20240606	Markus Lanz vom 6. Juni 2024
27.08.2024	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-27-august-2024-100	20240827	Markus Lanz vom 27. August 2024
03.09.2024	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-3-september-2024-100	20240903	Markus Lanz vom 3. September 2024
10.09.2024	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-10-september-2024-100	20240910	Markus Lanz vom 10. September 2024
11.09.2024	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-11-september-2024-100	20240911	Markus Lanz vom 11. September 2024
17.09.2024	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-17-september-2024-100	20240917	Markus Lanz vom 17. September 2024
19.09.2024	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-19-september-2024-102	20240919	Markus Lanz vom 19. September 2024
25.09.2024	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-25-september-2024-100	20240925	Markus Lanz vom 25. September 2024
26.09.2024	OK	https://www.zdf.de/video/talk/markus-lanz-114/markus-lanz-vom-26-september-2024-100	20240926	Markus Lanz vom 26. September 2024
